video_id,naive_effect,naive_se,naive_ci_lo,naive_ci_hi,treated_n,treated_rate,control_n,control_rate,shrunk_effect,shrunk_se,shrunk_ci_lo,shrunk_ci_hi,tau2_overall,mu_overall,adj_logit_effect,adj_or
9.0,0.09063255790759722,0.09374065797756893,-0.09309575561552519,0.27436087143071963,29,0.5172413793103449,1383,0.42660882140274764,-0.01364028818141519,9.999999999430999e-07,-0.013642248145399619,-0.013638328217430763,0.0,-0.013640288193281487,0.3618902809551489,1.436041372228582
115.0,0.11884572405179777,0.1069887556671049,-0.09084838380648344,0.32853983191007896,22,0.5454545454545454,1383,0.42660882140274764,-0.013640288181707214,9.999999999563189e-07,-0.013642248145691668,-0.01363832821772276,0.0,-0.013640288193281487,0.4156345016263345,1.5153319162913843
8.0,0.07339117859725236,0.08677449511315173,-0.09668370660117195,0.24346606379567667,34,0.5,1383,0.42660882140274764,-0.013640288181723236,9.999999999335974e-07,-0.013642248145707647,-0.013638328217738825,0.0,-0.013640288193281487,0.4102219169758371,1.5071522106648445
24.0,0.07339117859725236,0.08677449511315173,-0.09668370660117195,0.24346606379567667,34,0.5,1383,0.42660882140274764,-0.013640288181723236,9.999999999335974e-07,-0.013642248145707647,-0.013638328217738825,0.0,-0.013640288193281487,0.046142873133037325,1.0472240204458876
100.0,0.06057066577673953,0.08113515720495211,-0.09845132022496209,0.21959265177844114,39,0.48717948717948717,1383,0.42660882140274764,-0.013640288182008216,9.999999999240459e-07,-0.013642248145992608,-0.013638328218023825,0.0,-0.013640288193281487,-0.041863479736305664,0.9590006946637867
104.0,0.09190969711577085,0.09707435175716983,-0.09835253615085451,0.2821719303823962,27,0.5185185185185185,1383,0.42660882140274764,-0.013640288182080683,9.999999999469408e-07,-0.01364224814606512,-0.013638328218096246,0.0,-0.013640288193281487,0.3313380946062283,1.3928306212317776
21.0,0.07339117859725236,0.0922507732162996,-0.1074170144526671,0.2541993716471718,30,0.5,1383,0.42660882140274764,-0.013640288183054768,9.99999999941247e-07,-0.013642248147039193,-0.013638328219070343,0.0,-0.013640288193281487,-0.003246676521456589,0.9967585882335676
93.0,0.07339117859725236,0.09542244628096282,-0.11363337943014279,0.2604157366246475,28,0.5,1383,0.42660882140274764,-0.013640288183723306,9.999999999450879e-07,-0.01364224814770774,-0.013638328219738873,0.0,-0.013640288193281487,-0.2878408689063189,0.7498809121147137
53.0,0.04561340081947457,0.08426080227251996,-0.11953473694311528,0.21076153858206442,36,0.4722222222222222,1383,0.42660882140274764,-0.01364028818493576,9.999999999295762e-07,-0.013642248148920162,-0.013638328220951358,0.0,-0.013640288193281487,-0.02191037030782621,0.9783279183518047
29.0,0.07339117859725236,0.10292491677110296,-0.12833795138589205,0.27512030858039677,24,0.5,1383,0.42660882140274764,-0.013640288185065961,9.999999999528014e-07,-0.013642248149050408,-0.013638328221081514,0.0,-0.013640288193281487,-0.26472484114879724,0.7674170825298504
71.0,0.04397941389137,0.08662776863748496,-0.12580789269916895,0.21376672048190895,34,0.47058823529411764,1383,0.42660882140274764,-0.013640288185603333,9.999999999333721e-07,-0.013642248149587742,-0.013638328221618925,0.0,-0.013640288193281487,0.17225797461973114,1.187984263475208
52.0,0.04397941389137,0.08662776863748496,-0.12580789269916895,0.21376672048190895,34,0.47058823529411764,1383,0.42660882140274764,-0.013640288185603333,9.999999999333721e-07,-0.013642248149587742,-0.013638328221618925,0.0,-0.013640288193281487,-0.15065849460127156,0.8601413914363619
89.0,0.04397941389137,0.08662776863748496,-0.12580789269916895,0.21376672048190895,34,0.47058823529411764,1383,0.42660882140274764,-0.013640288185603333,9.999999999333721e-07,-0.013642248149587742,-0.013638328221618925,0.0,-0.013640288193281487,0.12269207192661162,1.130536243496079
99.0,0.04397941389137,0.08662776863748496,-0.12580789269916895,0.21376672048190895,34,0.47058823529411764,1383,0.42660882140274764,-0.013640288185603333,9.999999999333721e-07,-0.013642248149587742,-0.013638328221618925,0.0,-0.013640288193281487,-0.04750594388073703,0.9536048050025498
42.0,0.034929640135713924,0.08092711365559087,-0.12368458800202378,0.19354386827345163,39,0.46153846153846156,1383,0.42660882140274764,-0.013640288185865322,9.999999999236548e-07,-0.013642248149849712,-0.013638328221880932,0.0,-0.013640288193281487,0.05046549038570367,1.0517605668772232
4.0,0.02793663314270689,0.0762347219607551,-0.12148067627179784,0.17735394255721162,44,0.45454545454545453,1383,0.42660882140274764,-0.013640288186127525,9.999999999139672e-07,-0.013642248150111896,-0.013638328222143154,0.0,-0.013640288193281487,0.3742955402120066,1.4539667926195987
106.0,0.04214117859725236,0.08921241083810484,-0.1327119336194239,0.21699429081392863,32,0.46875,1383,0.42660882140274764,-0.013640288186272756,9.999999999371768e-07,-0.013642248150257174,-0.013638328222288339,0.0,-0.013640288193281487,0.31241766584289327,1.3667254083567193
112.0,0.05339117859725234,0.10080114992236847,-0.14417544485081232,0.25095780204531704,25,0.48,1383,0.42660882140274764,-0.013640288186684467,9.999999999507916e-07,-0.01364224815066891,-0.013638328222700023,0.0,-0.013640288193281487,0.3514767652270053,1.4211647263422453
20.0,0.03053403574010949,0.08524817202977529,-0.13654931118612487,0.19761738266634385,35,0.45714285714285713,1383,0.42660882140274764,-0.01364028818720294,9.999999999311982e-07,-0.013642248151187345,-0.013638328223218534,0.0,-0.013640288193281487,-0.3463836552440058,0.7072410982938231
31.0,0.02339117859725237,0.07977701314082776,-0.13296889395294867,0.1797512511474534,40,0.45,1383,0.42660882140274764,-0.01364028818746293,9.999999999214376e-07,-0.013642248151447316,-0.013638328223478543,0.0,-0.013640288193281487,0.9480428172495857,2.58065390210732
11.0,0.02793663314270689,0.0876927581655839,-0.1439380145668183,0.19981128085223207,33,0.45454545454545453,1383,0.42660882140274764,-0.013640288187874878,9.999999999349806e-07,-0.01364224815185929,-0.013638328223890465,0.0,-0.013640288193281487,0.7004490529898993,2.0146571922102736
94.0,0.02793663314270689,0.0876927581655839,-0.1439380145668183,0.19981128085223207,33,0.45454545454545453,1383,0.42660882140274764,-0.013640288187874878,9.999999999349806e-07,-0.01364224815185929,-0.013638328223890465,0.0,-0.013640288193281487,0.23614754575826066,1.266361142598391
74.0,0.049581654787728524,0.10979361914737851,-0.16560988447344063,0.26477319404889765,21,0.47619047619047616,1383,0.42660882140274764,-0.013640288188036871,9.999999999585222e-07,-0.01364224815202133,-0.013638328224052412,0.0,-0.013640288193281487,0.12122984252539273,1.1288843481809727
26.0,0.0250040818230588,0.09036515804824098,-0.15210837340876332,0.20211653705488092,31,0.45161290322580644,1383,0.42660882140274764,-0.013640288188549055,9.999999999387694e-07,-0.013642248152533475,-0.013638328224564636,0.0,-0.013640288193281487,-0.20798405138498907,0.8122199903925731
88.0,0.0250040818230588,0.09036515804824098,-0.15210837340876332,0.20211653705488092,31,0.45161290322580644,1383,0.42660882140274764,-0.013640288188549055,9.999999999387694e-07,-0.013642248152533475,-0.013638328224564636,0.0,-0.013640288193281487,0.14037843926928975,1.150709190012509
47.0,0.01783562304169678,0.08387837854945737,-0.1465629779968567,0.18223422408025025,36,0.4444444444444444,1383,0.42660882140274764,-0.013640288188807668,9.999999999289326e-07,-0.013642248152792068,-0.013638328224823268,0.0,-0.013640288193281487,0.4353844547857867,1.5455571415848544
80.0,0.031724511930585675,0.10257290348515787,-0.16931468469002672,0.23276370855119807,24,0.4583333333333333,1383,0.42660882140274764,-0.013640288188969736,9.99999999952477e-07,-0.013642248152954183,-0.013638328224985289,0.0,-0.013640288193281487,0.14878669905260056,1.1604254429627294
49.0,0.021667040666217885,0.09330223349874463,-0.16120197666846814,0.2045360580009039,29,0.4482758620689655,1383,0.42660882140274764,-0.013640288189225646,9.999999999425637e-07,-0.013642248153210074,-0.013638328225241218,0.0,-0.013640288193281487,0.06980696680075818,1.0723011715492916
35.0,0.009288614494688263,0.08050941376342384,-0.1485069368980558,0.16708416588743233,39,0.4358974358974359,1383,0.42660882140274764,-0.01364028818974404,9.999999999228605e-07,-0.013642248153728428,-0.013638328225759652,0.0,-0.013640288193281487,0.04898387597612863,1.0502034170985421
19.0,0.01783562304169678,0.09654956883499874,-0.17139805459777158,0.20706930068116514,27,0.4444444444444444,1383,0.42660882140274764,-0.013640288189904901,9.999999999463624e-07,-0.013642248153889336,-0.013638328225920466,0.0,-0.013640288193281487,0.2700119000759454,1.3099800395024503
41.0,0.005209360415434183,0.07584877298686644,-0.1434515029103786,0.15387022374124695,44,0.4318181818181818,1383,0.42660882140274764,-0.013640288190005016,9.999999999130893e-07,-0.013642248153989385,-0.013638328226020647,0.0,-0.013640288193281487,-0.22930912083820915,0.7950827188773345
75.0,0.01089117859725236,0.08869781008103754,-0.16295333466915496,0.18473569186365968,32,0.4375,1383,0.42660882140274764,-0.013640288190163332,9.999999999364458e-07,-0.013642248154147748,-0.013638328226178916,0.0,-0.013640288193281487,-0.17269228051377966,0.8413964891075886
40.0,0.0058236110296848165,0.08252417849838935,-0.15592080668091302,0.16756802874028265,37,0.43243243243243246,1383,0.42660882140274764,-0.013640288190423453,9.99999999926581e-07,-0.01364224815440785,-0.013638328226439057,0.0,-0.013640288193281487,-0.38336516038960616,0.6815639736737016
39.0,0.0019626071686809077,0.09446283666502399,-0.1831811505722558,0.18710636490961763,28,0.42857142857142855,1383,0.42660882140274764,-0.013640288191532917,9.999999999439664e-07,-0.013642248155517346,-0.013638328227548487,0.0,-0.013640288193281487,-0.04083002410451816,0.9599922916300551
45.0,0.0019626071686809077,0.09446283666502399,-0.1831811505722558,0.18710636490961763,28,0.42857142857142855,1383,0.42660882140274764,-0.013640288191532917,9.999999999439664e-07,-0.013642248155517346,-0.013638328227548487,0.0,-0.013640288193281487,0.07930115176791065,1.0825302788939202
15.0,-0.004386599180525419,0.07481976112100358,-0.1510306363095826,0.14225743794853177,45,0.4222222222222222,1383,0.42660882140274764,-0.01364028819162845,9.999999999106824e-07,-0.013642248155612815,-0.013638328227644084,0.0,-0.013640288193281487,0.14303623615453961,1.1537716091548673
78.0,-0.004386599180525419,0.07481976112100358,-0.1510306363095826,0.14225743794853177,45,0.4222222222222222,1383,0.42660882140274764,-0.01364028819162845,9.999999999106824e-07,-0.013642248155612815,-0.013638328227644084,0.0,-0.013640288193281487,0.32764027827632924,1.3876897003643822
37.0,-0.0023663971603233858,0.08705580933089829,-0.17299264809387002,0.16825985377322325,33,0.42424242424242425,1383,0.42660882140274764,-0.013640288191793914,9.999999999340258e-07,-0.013642248155778325,-0.013638328227809504,0.0,-0.013640288193281487,0.2645797574049777,1.3028833336420111
90.0,-0.0023663971603233858,0.08705580933089829,-0.17299264809387002,0.16825985377322325,33,0.42424242424242425,1383,0.42660882140274764,-0.013640288191793914,9.999999999340258e-07,-0.013642248155778325,-0.013638328227809504,0.0,-0.013640288193281487,0.021293781508296732,1.0215221118660798
72.0,-0.0023663971603233858,0.08705580933089829,-0.17299264809387002,0.16825985377322325,33,0.42424242424242425,1383,0.42660882140274764,-0.013640288191793914,9.999999999340258e-07,-0.013642248155778325,-0.013638328227809504,0.0,-0.013640288193281487,-0.11328855754256392,0.8928929719371149
108.0,-0.005556189823800295,0.08118990772045358,-0.1646854848640198,0.1535731052164192,38,0.42105263157894735,1383,0.42660882140274764,-0.0136402881920551,9.999999999241482e-07,-0.013642248156039491,-0.013638328228070708,0.0,-0.013640288193281487,-0.3697463742957946,0.6909095408363473
113.0,-0.005556189823800295,0.08118990772045358,-0.1646854848640198,0.1535731052164192,38,0.42105263157894735,1383,0.42660882140274764,-0.0136402881920551,9.999999999241482e-07,-0.013642248156039491,-0.013638328228070708,0.0,-0.013640288193281487,-0.04408266918172608,0.9568748501423471
95.0,-0.00800417023995692,0.07639863107436023,-0.1577427356138656,0.14173439513395175,43,0.4186046511627907,1383,0.42660882140274764,-0.01364028819231586,9.99999999914336e-07,-0.013642248156300232,-0.013638328228331487,0.0,-0.013640288193281487,0.03858998132457913,1.0393442457224367
55.0,-0.0072539826930702045,0.08961915559858118,-0.18290429999118046,0.16839633460504005,31,0.41935483870967744,1383,0.42660882140274764,-0.013640288192486338,9.999999999377458e-07,-0.013642248156470756,-0.01363832822850192,0.0,-0.013640288193281487,-0.2639117876979145,0.7680412873586264
84.0,-0.0072539826930702045,0.08961915559858118,-0.18290429999118046,0.16839633460504005,31,0.41935483870967744,1383,0.42660882140274764,-0.013640288192486338,9.999999999377458e-07,-0.013642248156470756,-0.01363832822850192,0.0,-0.013640288193281487,0.47866471446553066,1.613917921500171
73.0,-0.0072539826930702045,0.08961915559858118,-0.18290429999118046,0.16839633460504005,31,0.41935483870967744,1383,0.42660882140274764,-0.013640288192486338,9.999999999377458e-07,-0.013642248156470756,-0.01363832822850192,0.0,-0.013640288193281487,0.2706909686321527,1.3108699078631514
10.0,-0.005556189823800295,0.1140470534719759,-0.2290843071717868,0.2179719275241862,19,0.42105263157894735,1383,0.42660882140274764,-0.013640288192659954,9.999999999615582e-07,-0.013642248156644419,-0.01363832822867549,0.0,-0.013640288193281487,0.14374261257311244,1.1545868941271324
17.0,-0.012815717954471784,0.09241914526453747,-0.1939539141549407,0.16832247824599714,29,0.41379310344827586,1383,0.42660882140274764,-0.013640288193184946,9.999999999414609e-07,-0.01364224815716937,-0.013638328229200521,0.0,-0.013640288193281487,-0.26519245643869127,0.7670583104585241
92.0,-0.013565343141878072,0.07380565951374907,-0.15822177764405224,0.1310910913602961,46,0.41304347826086957,1383,0.42660882140274764,-0.013640288193267729,9.99999999908211e-07,-0.013642248157252089,-0.013638328229283368,0.0,-0.013640288193281487,-0.40097343819488723,0.6696678483885806
66.0,-0.013565343141878072,0.07380565951374907,-0.15822177764405224,0.1310910913602961,46,0.41304347826086957,1383,0.42660882140274764,-0.013640288193267729,9.99999999908211e-07,-0.013642248157252089,-0.013638328229283368,0.0,-0.013640288193281487,-0.12627240401374304,0.8813747240672575
87.0,-0.013565343141878072,0.07380565951374907,-0.15822177764405224,0.1310910913602961,46,0.41304347826086957,1383,0.42660882140274764,-0.013640288193267729,9.99999999908211e-07,-0.013642248157252089,-0.013638328229283368,0.0,-0.013640288193281487,-0.2471837476891558,0.7809971739201368
123.0,-0.014844115520394718,0.08544488676829913,-0.18231301624936402,0.1526247852085746,34,0.4117647058823529,1383,0.42660882140274764,-0.013640288193446376,9.999999999315146e-07,-0.013642248157430781,-0.01363832822946197,0.0,-0.013640288193281487,-0.3355362898118354,0.7149545606744802
116.0,-0.02035882140274764,0.0878334425065237,-0.19250920535370358,0.1517915625482083,32,0.40625,1383,0.42660882140274764,-0.01364028819415236,9.999999999351888e-07,-0.013642248158136772,-0.013638328230167947,0.0,-0.013640288193281487,-0.22377686096157856,0.7994935126806862
33.0,-0.021203415997342212,0.08180334365454306,-0.18153502337519978,0.13912819138051535,37,0.40540540540540543,1383,0.42660882140274764,-0.013640288194411697,9.999999999252815e-07,-0.01364224815839609,-0.013638328230427304,0.0,-0.013640288193281487,0.06500377772141164,1.0671630558213034
119.0,-0.026608821402747618,0.0904260572272827,-0.20384063683217957,0.15062299402668433,30,0.4,1383,0.42660882140274764,-0.013640288194867487,9.99999999938852e-07,-0.013642248158851907,-0.013638328230883068,0.0,-0.013640288193281487,0.05797086788977565,1.0596841244259012
32.0,-0.026608821402747618,0.0904260572272827,-0.20384063683217957,0.15062299402668433,30,0.4,1383,0.42660882140274764,-0.013640288194867487,9.99999999938852e-07,-0.013642248158851907,-0.013638328230883068,0.0,-0.013640288193281487,-0.2527057807558621,0.7766963672277786
23.0,-0.026608821402747618,0.08386903291927636,-0.19098910534273347,0.13777146253723824,35,0.4,1383,0.42660882140274764,-0.013640288195125175,9.999999999289167e-07,-0.013642248159109575,-0.013638328231140775,0.0,-0.013640288193281487,0.4665503798751717,1.594484329980274
109.0,-0.026608821402747618,0.0785930774666052,-0.18064842267146028,0.12743077986596504,40,0.4,1383,0.42660882140274764,-0.013640288195381017,9.999999999190528e-07,-0.013642248159365399,-0.013638328231396636,0.0,-0.013640288193281487,-0.4928987508220592,0.6108531143106078
82.0,-0.03375167854560479,0.09324943877312458,-0.21651722011950186,0.14901386302829228,28,0.39285714285714285,1383,0.42660882140274764,-0.013640288195594347,9.999999999424987e-07,-0.013642248159578775,-0.013638328231609919,0.0,-0.013640288193281487,-0.0897631921215818,0.9141476370039587
58.0,-0.039512047209199264,0.08848836048815346,-0.2129460468169772,0.13392195239857868,31,0.3870967741935484,1383,0.42660882140274764,-0.01364028819658559,9.999999999361447e-07,-0.013642248160570004,-0.013638328232601176,0.0,-0.013640288193281487,-0.6758456505141489,0.5087260342225624
16.0,-0.030775488069414325,0.07182721646246552,-0.1715542454456092,0.11000326930678056,48,0.3958333333333333,1383,0.42660882140274764,-0.013640288196602809,9.999999999030848e-07,-0.013642248160587159,-0.013638328232618459,0.0,-0.013640288193281487,-0.08702641351926711,0.9166528832847931
54.0,-0.037719932513858745,0.08233092214955166,-0.199085574740951,0.12364570971323352,36,0.3888888888888889,1383,0.42660882140274764,-0.013640288196833905,9.99999999926236e-07,-0.0136422481608183,-0.01363832823284951,0.0,-0.013640288193281487,0.5919887285350307,1.8075796284267203
114.0,-0.036364918963723236,0.0773344563821343,-0.1879376682366902,0.11520783030924373,41,0.3902439024390244,1383,0.42660882140274764,-0.013640288197081199,9.999999999163965e-07,-0.013642248161065575,-0.013638328233096823,0.0,-0.013640288193281487,0.4990368951426572,1.6471341436434823
7.0,-0.041993436787363,0.07903008056555798,-0.1968895483911555,0.11290267481642949,39,0.38461538461538464,1383,0.42660882140274764,-0.013640288197821076,9.999999999199456e-07,-0.013642248161805459,-0.013638328233836693,0.0,-0.013640288193281487,-0.3202465724341847,0.7259700108104166
96.0,-0.05623845103237729,0.09388166278870039,-0.24024312890696423,0.12776622684220965,27,0.37037037037037035,1383,0.42660882140274764,-0.013640288198114626,9.999999999432706e-07,-0.013642248162099054,-0.013638328234130198,0.0,-0.013640288193281487,0.20928450303107463,1.2327956827509658
50.0,-0.05623845103237729,0.09388166278870039,-0.24024312890696423,0.12776622684220965,27,0.37037037037037035,1383,0.42660882140274764,-0.013640288198114626,9.999999999432706e-07,-0.013642248162099054,-0.013638328234130198,0.0,-0.013640288193281487,0.23754486648689008,1.2681318921372762
36.0,-0.05160882140274764,0.08660883659114585,-0.22135902186430828,0.118141379058813,32,0.375,1383,0.42660882140274764,-0.013640288198343222,9.99999999933343e-07,-0.013642248162327631,-0.013638328234358814,0.0,-0.013640288193281487,-0.47886493841751865,0.6194861478222848
27.0,-0.05160882140274764,0.08660883659114585,-0.22135902186430828,0.118141379058813,32,0.375,1383,0.42660882140274764,-0.013640288198343222,9.99999999933343e-07,-0.013642248162327631,-0.013638328234358814,0.0,-0.013640288193281487,0.07474028445140214,1.0776042439607232
22.0,-0.04565644045036671,0.07610398291894058,-0.1948175060515417,0.10350462515080827,42,0.38095238095238093,1383,0.42660882140274764,-0.013640288198809311,9.999999999136712e-07,-0.013642248162793682,-0.01363832823482494,0.0,-0.013640288193281487,-0.24883346710208165,0.7797098099075533
105.0,-0.05160882140274764,0.07769328687648505,-0.20388486552119678,0.1006672227157015,40,0.375,1383,0.42660882140274764,-0.013640288199571577,9.999999999171671e-07,-0.013642248163555954,-0.013638328235587199,0.0,-0.013640288193281487,-0.4282513404313115,0.6516476088229972
28.0,-0.07878273444622591,0.1001978807767491,-0.27516697209589236,0.11760150320344054,23,0.34782608695652173,1383,0.42660882140274764,-0.013640288199770026,9.999999999501974e-07,-0.013642248163754467,-0.013638328235785584,0.0,-0.013640288193281487,-0.27700514166055606,0.7580505994616213
62.0,-0.07878273444622591,0.1001978807767491,-0.27516697209589236,0.11760150320344054,23,0.34782608695652173,1383,0.42660882140274764,-0.013640288199770026,9.999999999501974e-07,-0.013642248163754467,-0.013638328235785584,0.0,-0.013640288193281487,-0.011252726519715204,0.9888103485966476
67.0,-0.062972457766384,0.08478881589427462,-0.22915548321095955,0.10321056767819156,33,0.36363636363636365,1383,0.42660882140274764,-0.013640288200143524,9.999999999304507e-07,-0.013642248164127927,-0.01363832823615912,0.0,-0.013640288193281487,0.05386576023291428,1.055342923657581
120.0,-0.05818776877116871,0.07937388374431792,-0.21375772222310108,0.09738218468076365,38,0.3684210526315789,1383,0.42660882140274764,-0.013640288200352277,9.999999999206376e-07,-0.013642248164336662,-0.013638328236367892,0.0,-0.013640288193281487,-0.45067005617883044,0.6372010480466576
110.0,-0.05818776877116871,0.07937388374431792,-0.21375772222310108,0.09738218468076365,38,0.3684210526315789,1383,0.42660882140274764,-0.013640288200352277,9.999999999206376e-07,-0.013642248164336662,-0.013638328236367892,0.0,-0.013640288193281487,0.030484767570833446,1.0309541859925635
76.0,-0.05451579814693369,0.07490230750692281,-0.20132162321944652,0.09229002692557914,43,0.37209302325581395,1383,0.42660882140274764,-0.013640288200567213,9.99999999910879e-07,-0.013642248164551578,-0.013638328236582847,0.0,-0.013640288193281487,-0.43157681666657377,0.6494841694130149
98.0,-0.09327548806941433,0.10372503269549925,-0.2965728164478324,0.11002184030900378,21,0.3333333333333333,1383,0.42660882140274764,-0.013640288200683297,9.999999999535269e-07,-0.013642248164667746,-0.013638328236698848,0.0,-0.013640288193281487,-0.6264914470956764,0.5344637094417699
127.0,-0.07177011172532827,0.08695776252940078,-0.24220419445914043,0.0986639710084839,31,0.3548387096774194,1383,0.42660882140274764,-0.013640288200968938,9.99999999933877e-07,-0.013642248164953349,-0.013638328236984527,0.0,-0.013640288193281487,-0.6263935531143593,0.534516032783185
102.0,-0.07177011172532827,0.08695776252940078,-0.24220419445914043,0.0986639710084839,31,0.3548387096774194,1383,0.42660882140274764,-0.013640288200968938,9.99999999933877e-07,-0.013642248164953349,-0.013638328236984527,0.0,-0.013640288193281487,0.007248360377364907,1.0072746933265644
34.0,-0.06549771029163654,0.08115096738442268,-0.2245506836756896,0.09355526309241652,36,0.3611111111111111,1383,0.42660882140274764,-0.013640288201155997,9.999999999240753e-07,-0.013642248165140388,-0.013638328237171605,0.0,-0.013640288193281487,-0.3128332635405786,0.7313718487555775
64.0,-0.06075516286616228,0.07639060469693916,-0.21047799682939933,0.08896767109707476,41,0.36585365853658536,1383,0.42660882140274764,-0.013640288201355289,9.99999999914318e-07,-0.013642248165339661,-0.013638328237370916,0.0,-0.013640288193281487,0.22513633695048033,1.2524934656914757
